SMS_pers_legacy_id_ssd1,SMS_pers_person_id_ssd1,SMS_pers_legacy_id_ssd2,SMS_pers_person_id_ssd2,SMS_pers_legacy_id_ssd3,SMS_pers_person_id_ssd3,Az_pers_legacy_id_ssd1,Az_pers_person_id_ssd1,Az_pers_legacy_id_ssd2,Az_pers_person_id_ssd2,Az_pers_legacy_id_ssd3,Az_pers_person_id_ssd3,cincplac_pers_legacy_id,cincplac_pers_person_id
P4252839,189079,P4252839,189079,P4081923,110597,P4252839,189079,P4252839,189079,P4081923,110597,P4260171,191926
P4252840,189080,P4252840,189080,P4081944,110611,P4252840,189080,P4252840,189080,P4081944,110611,7228706,7228706
P4253237,189264,P4253237,189264,P4081966,110622,P4253237,189264,P4253237,189264,P4081966,110622,7228731,7228731
P4253330,189298,P4253330,189298,P4081969,110625,P4253330,189298,P4253330,189298,P4081969,110625,7228814,7228814
P4253778,189518,P4253778,189518,P4082022,110654,P4253778,189518,P4253778,189518,P4082022,110654,7228983,7228983
P4253869,189562,P4253869,189562,P4082024,110655,P4253869,189562,P4253869,189562,P4082024,110655,7069849,7069849
P4254499,189841,P4254499,189841,P4082124,110691,P4254499,189841,P4254499,189841,P4082124,110691,7069928,7069928
P4254528,189850,P4254528,189850,P4082162,110696,P4254528,189850,P4254528,189850,P4082162,110696,7069929,7069929
P4254643,189906,P4254643,189906,P4082181,110706,P4254643,189906,P4254643,189906,P4082181,110706,7069930,7069930
P4254706,189939,P4254706,189939,P4082182,110707,P4254706,189939,P4254706,189939,P4082182,110707,7069931,7069931
P4254708,189940,P4254708,189940,P4082193,110713,P4254708,189940,P4254708,189940,P4082193,110713,7069932,7069932
P4255309,190201,P4255309,190201,P4082219,110718,P4255309,190201,P4255309,190201,P4082219,110718,7069933,7069933
P4255490,190271,P4255490,190271,P4082254,110731,P4255490,190271,P4255490,190271,P4082254,110731,P4240915,184556
P4256663,190409,P4256663,190409,P4082402,110773,P4256663,190409,P4256663,190409,P4082402,110773,P4240921,184560
P4256714,190429,P4256714,190429,P4082413,110779,P4256714,190429,P4256714,190429,P4082413,110779,P4261230,192402
P4256862,190477,P4256862,190477,P4082495,110814,P4256862,190477,P4256862,190477,P4082495,110814,7229292,7229292
P4256924,190501,P4256924,190501,P4082541,110820,P4256924,190501,P4256924,190501,P4082541,110820,P4261696,192565
P4257073,190577,P4257073,190577,P4082551,110822,P4257073,190577,P4257073,190577,P4082551,110822,7069972,7069972
P4257209,190638,P4257209,190638,P4082556,110823,P4257209,190638,P4257209,190638,P4082556,110823,7070055,7070055
P4257210,190639,P4257210,190639,P4082580,110829,P4257210,190639,P4257210,190639,P4082580,110829,P4262066,192749
P4257262,190672,P4257262,190672,P4082591,110831,P4257262,190672,P4257262,190672,P4082591,110831,7229559,7229559
P4257363,190727,P4257363,190727,P4082597,110833,P4257363,190727,P4257363,190727,P4082597,110833,7229567,7229567
P4257364,190728,P4257364,190728,P4082646,110872,P4257364,190728,P4257364,190728,P4082646,110872,P4262524,192954
P4257392,190744,P4257392,190744,P4082699,110886,P4257392,190744,P4257392,190744,P4082699,110886,P4262694,193038
P4257515,190800,P4257515,190800,P4082775,110910,P4257515,190800,P4257515,190800,P4082775,110910,7229659,7229659
P4257522,190803,P4257522,190803,P4082856,110933,P4257522,190803,P4257522,190803,P4082856,110933,P4241460,184740
P4257537,190809,P4257537,190809,P4082857,110934,P4257537,190809,P4257537,190809,P4082857,110934,7225504,7225504
P4257540,190810,P4257540,190810,P4082864,110939,P4257540,190810,P4257540,190810,P4082864,110939,P4026611,88566
P4257552,190816,P4257552,190816,P4082906,110950,P4257552,190816,P4257552,190816,P4082906,110950,7229677,7229677
P4258118,190981,P4258118,190981,P4082969,110985,P4258118,190981,P4258118,190981,P4082969,110985,7229678,7229678
P4258281,191002,P4258281,191002,P4082996,111005,P4258281,191002,P4258281,191002,P4082996,111005,7229680,7229680
P4258466,191052,P4258466,191052,P4083118,111047,P4258466,191052,P4258466,191052,P4083118,111047,7229769,7229769
P4258467,191053,P4258467,191053,P4083236,111093,P4258467,191053,P4258467,191053,P4083236,111093,P4263113,193170
P4258500,191069,P4258500,191069,P4083292,111107,P4258500,191069,P4258500,191069,P4083292,111107,7229841,7229841
P4258501,191070,P4258501,191070,P4083295,111108,P4258501,191070,P4258501,191070,P4083295,111108,P4263714,193428
P4258611,191131,P4258611,191131,P4083356,111139,P4258611,191131,P4258611,191131,P4083356,111139,P4263715,193429
P4258747,191201,P4258747,191201,P4083377,111152,P4258747,191201,P4258747,191201,P4083377,111152,P4263716,193430
P4259123,191383,P4259123,191383,P4083391,111163,P4259123,191383,P4259123,191383,P4083391,111163,P4263742,193444
P4259125,191384,P4259125,191384,P4083470,111200,P4259125,191384,P4259125,191384,P4083470,111200,7070159,7070159
P4259126,191385,P4259126,191385,P4083492,111209,P4259126,191385,P4259126,191385,P4083492,111209,7070165,7070165
P4259335,191508,P4259335,191508,P4083535,111223,P4259335,191508,P4259335,191508,P4083535,111223,7070249,7070249
P4259677,191672,P4259677,191672,P4083562,111240,P4259677,191672,P4259677,191672,P4083562,111240,7070304,7070304
P4259701,191681,P4259701,191681,P4083610,111266,P4259701,191681,P4259701,191681,P4083610,111266,7225673,7225673
P4259746,191706,P4259746,191706,P4083698,111309,P4259746,191706,P4259746,191706,P4083698,111309,P4264054,193600
P4259815,191733,P4259815,191733,P4083699,111310,P4259815,191733,P4259815,191733,P4083699,111310,7230340,7230340
P4259980,191832,P4259980,191832,P4083700,111311,P4259980,191832,P4259980,191832,P4083700,111311,P4264246,193696
P4260058,191863,P4260058,191863,P4083703,111313,P4260058,191863,P4260058,191863,P4083703,111313,P4264247,193697
P4260147,191912,P4260147,191912,P4083714,111319,P4260147,191912,P4260147,191912,P4083714,111319,P4264249,193698
P4260148,191913,P4260148,191913,P4083730,111327,P4260148,191913,P4260148,191913,P4083730,111327,P4264286,193713
P4260171,191926,P4260171,191926,P4083774,111344,P4260171,191926,P4260171,191926,P4083774,111344,P4264287,193714
P4260607,192114,P4260607,192114,P4083800,111359,P4260607,192114,P4260607,192114,P4083800,111359,S789007,7150657
P4260608,192115,P4260608,192115,P4083905,111399,P4260608,192115,P4260608,192115,P4083905,111399,S789146,7150749
P4260609,192116,P4260609,192116,P4083912,111405,P4260609,192116,P4260609,192116,P4083912,111405,P4242310,185099
P4260657,192146,P4260657,192146,P4083914,111406,P4260657,192146,P4260657,192146,P4083914,111406,7230428,7230428
P4260659,192148,P4260659,192148,P4083928,111415,P4260659,192148,P4260659,192148,P4083928,111415,7230598,7230598
P4260722,192159,P4260722,192159,P4083951,111427,P4260722,192159,P4260722,192159,P4083951,111427,7230724,7230724
P4260873,192253,P4260873,192253,P4083954,111428,P4260873,192253,P4260873,192253,P4083954,111428,P4027544,88964
P4261061,192334,P4261061,192334,P4083984,111454,P4261061,192334,P4261061,192334,P4083984,111454,7070602,7070602
P4261140,192367,P4261140,192367,P4084052,111474,P4261140,192367,P4261140,192367,P4084052,111474,7070621,7070621
P4261230,192402,P4261230,192402,P4084080,111493,P4261230,192402,P4261230,192402,P4084080,111493,7070687,7070687
P4261967,192694,P4261967,192694,P4084091,111497,P4261967,192694,P4261967,192694,P4084091,111497,7225840,7225840
P4261996,192712,P4261996,192712,P4084102,111501,P4261996,192712,P4261996,192712,P4084102,111501,7225874,7225874
P4262007,192717,P4262007,192717,P4084302,111578,P4262007,192717,P4262007,192717,P4084302,111578,7230887,7230887
P4262066,192749,P4262066,192749,P4084354,111593,P4262066,192749,P4262066,192749,P4084354,111593,7230888,7230888
P4262158,192792,P4262158,192792,P4084390,111604,P4262158,192792,P4262158,192792,P4084390,111604,7230997,7230997
P4262378,192887,P4262378,192887,P4084501,111634,P4262378,192887,P4262378,192887,P4084501,111634,P4266113,194467
P4262694,193038,P4262694,193038,P4084502,111635,P4262694,193038,P4262694,193038,P4084502,111635,P4242601,185229
P4263113,193170,P4263113,193170,P4084564,111660,P4263113,193170,P4263113,193170,P4084564,111660,7226004,7226004
P4263684,193405,P4263684,193405,P4084681,111711,P4263684,193405,P4263684,193405,P4084681,111711,P4028041,89136
P4263708,193425,P4263708,193425,P4084809,111756,P4263708,193425,P4263708,193425,P4084809,111756,P4028326,89247
P4263710,193426,P4263710,193426,P4084832,111758,P4263710,193426,P4263710,193426,P4084832,111758,7070733,7070733
P4263785,193467,P4263785,193467,P4084833,111759,P4263785,193467,P4263785,193467,P4084833,111759,7070780,7070780
P4264024,193583,P4264024,193583,P4084940,111786,P4264024,193583,P4264024,193583,P4084940,111786,7231279,7231279
P4264025,193584,P4264025,193584,P4084987,111806,P4264025,193584,P4264025,193584,P4084987,111806,P4266997,194755
P4264054,193600,P4264054,193600,P4084988,111807,P4264054,193600,P4264054,193600,P4084988,111807,P4243240,185500
P4264145,193651,P4264145,193651,P4085006,111809,P4264145,193651,P4264145,193651,P4085006,111809,P4028464,89315
P4264246,193696,P4264246,193696,P4085027,111816,P4264246,193696,P4264246,193696,P4085027,111816,S789712,7151116
P4264247,193697,P4264247,193697,P4085109,111841,P4264247,193697,P4264247,193697,P4085109,111841,P4267699,195039
P4264249,193698,P4264249,193698,P4085132,111853,P4264249,193698,P4264249,193698,P4085132,111853,P4267912,195127
P4264286,193713,P4264286,193713,P4085173,111862,P4264286,193713,P4264286,193713,P4085173,111862,P4267913,195128
P4264287,193714,P4264287,193714,P4085291,111899,P4264287,193714,P4264287,193714,P4085291,111899,7070905,7070905
P4264603,193833,P4264603,193833,P4085359,111933,P4264603,193833,P4264603,193833,P4085359,111933,P4243457,185595
P4264604,193834,P4264604,193834,P4085405,111953,P4264604,193834,P4264604,193834,P4085405,111953,7232036,7232036
P4264652,193850,P4264652,193850,P4085551,112004,P4264652,193850,P4264652,193850,P4085551,112004,P4269113,195398
P4265435,194232,P4265435,194232,P4085570,112020,P4265435,194232,P4265435,194232,P4085570,112020,P4269717,195614
P4265467,194247,P4265467,194247,P4085591,112022,P4265467,194247,P4265467,194247,P4085591,112022,P4269965,195691
P4265925,194415,P4265925,194415,P4085652,112039,P4265925,194415,P4265925,194415,P4085652,112039,7226244,7226244
P4266113,194467,P4266113,194467,P4085671,112043,P4266113,194467,P4266113,194467,P4085671,112043,P4243808,185767
P4266197,194491,P4266197,194491,P4085853,112109,P4266197,194491,P4266197,194491,P4085853,112109,P4244004,185850
P4266425,194592,P4266425,194592,P4085944,112141,P4266425,194592,P4266425,194592,P4085944,112141,7232319,7232319
P4266997,194755,P4266997,194755,P4085945,112142,P4266997,194755,P4266997,194755,P4085945,112142,7232487,7232487
P4267141,194800,P4267141,194800,P4086120,112201,P4267141,194800,P4267141,194800,P4086120,112201,7232488,7232488
P4267912,195127,P4267912,195127,P4086228,112232,P4267912,195127,P4267912,195127,P4086228,112232,7071079,7071079
P4267913,195128,P4267913,195128,P4086253,112238,P4267913,195128,P4267913,195128,P4086253,112238,P4270940,196166
P4268002,195173,P4268002,195173,P4086257,112240,P4268002,195173,P4268002,195173,P4086257,112240,P4271138,196250
P4268347,195337,P4268347,195337,P4086275,112244,P4268347,195337,P4268347,195337,P4086275,112244,P4271183,196262
P4268348,195338,P4268348,195338,P4086369,112281,P4268348,195338,P4268348,195338,P4086369,112281,P4271497,196346
P4268358,195343,P4268358,195343,P4086373,112285,P4268358,195343,P4268358,195343,P4086373,112285,P4271507,196350
P4268373,195352,P4268373,195352,P4086378,112290,P4268373,195352,P4268373,195352,P4086378,112290,P4271554,196360
P4269113,195398,P4269113,195398,P4086578,112372,P4269113,195398,P4269113,195398,P4086578,112372,P4271722,196440
P4269523,195525,P4269523,195525,P4086669,112420,P4269523,195525,P4269523,195525,P4086669,112420,7232865,7232865
P4269597,195566,P4269597,195566,P4086703,112433,P4269597,195566,P4269597,195566,P4086703,112433,7232876,7232876
P4269615,195573,P4269615,195573,P4086704,112434,P4269615,195573,P4269615,195573,P4086704,112434,P4271917,196528
P4269717,195614,P4269717,195614,P4086715,112442,P4269717,195614,P4269717,195614,P4086715,112442,P4244265,185950
P4269754,195628,P4269754,195628,P4086719,112446,P4269754,195628,P4269754,195628,P4086719,112446,P4244279,185958
P4269965,195691,P4269965,195691,P4086724,112451,P4269965,195691,P4269965,195691,P4086724,112451,P4244504,186058
P4270774,196089,P4270774,196089,P4086746,112456,P4270774,196089,P4270774,196089,P4086746,112456,7071298,7071298
P4270940,196166,P4270940,196166,P4086821,112491,P4270940,196166,P4270940,196166,P4086821,112491,7233071,7233071
P4271019,196192,P4271019,196192,P4086833,112497,P4271019,196192,P4271019,196192,P4086833,112497,P4272638,196811
P4271183,196262,P4271183,196262,P4086844,112504,P4271183,196262,P4271183,196262,P4086844,112504,7233246,7233246
P4271497,196346,P4271497,196346,P4086922,112534,P4271497,196346,P4271497,196346,P4086922,112534,7233247,7233247
P4271507,196350,P4271507,196350,P4086924,112536,P4271507,196350,P4271507,196350,P4086924,112536,7233252,7233252
P4271554,196360,P4271554,196360,P4086989,112548,P4271554,196360,P4271554,196360,P4086989,112548,7233253,7233253
P4271593,196379,P4271593,196379,P4087000,112552,P4271593,196379,P4271593,196379,P4087000,112552,7233321,7233321
P4271722,196440,P4271722,196440,P4087008,112556,P4271722,196440,P4271722,196440,P4087008,112556,7233346,7233346
P4271818,196475,P4271818,196475,P4087154,112594,P4271818,196475,P4271818,196475,P4087154,112594,7233348,7233348
P4271878,196501,P4271878,196501,P4087232,112614,P4271878,196501,P4271878,196501,P4087232,112614,P4244867,186221
P4271934,196534,P4271934,196534,P4087243,112619,P4271934,196534,P4271934,196534,P4087243,112619,7071456,7071456
P4272190,196633,P4272190,196633,P4087278,112629,P4272190,196633,P4272190,196633,P4087278,112629,7071463,7071463
P4272191,196634,P4272191,196634,P4087346,112644,P4272191,196634,P4272191,196634,P4087346,112644,7071529,7071529
P4272638,196811,P4272638,196811,P4087359,112653,P4272638,196811,P4272638,196811,P4087359,112653,P4272892,196919
P4272791,196881,P4272791,196881,P4087370,112659,P4272791,196881,P4272791,196881,P4087370,112659,P4273071,196999
P4272892,196919,P4272892,196919,P4087462,112688,P4272892,196919,P4272892,196919,P4087462,112688,7233438,7233438
P4272951,196943,P4272951,196943,P4087532,112709,P4272951,196943,P4272951,196943,P4087532,112709,7233443,7233443
P4272999,196960,P4272999,196960,P4087537,112711,P4272999,196960,P4272999,196960,P4087537,112711,P4273312,197108
P4273071,196999,P4273071,196999,P4087589,112738,P4273071,196999,P4273071,196999,P4087589,112738,P4273331,197116
P4273073,197000,P4273073,197000,P4087688,112776,P4273073,197000,P4273073,197000,P4087688,112776,7233632,7233632
P4273160,197049,P4273160,197049,P4087700,112787,P4273160,197049,P4273160,197049,P4087700,112787,7233634,7233634
P4273211,197070,P4273211,197070,P4087771,112820,P4273211,197070,P4273211,197070,P4087771,112820,7233694,7233694
P4273331,197116,P4273331,197116,P4087775,112822,P4273331,197116,P4273331,197116,P4087775,112822,7233697,7233697
P4273341,197121,P4273341,197121,P4087778,112823,P4273341,197121,P4273341,197121,P4087778,112823,7233699,7233699
P4273360,197128,P4273360,197128,P4087779,112824,P4273360,197128,P4273360,197128,P4087779,112824,7233701,7233701
P4273513,197187,P4273513,197187,P4087798,112827,P4273513,197187,P4273513,197187,P4087798,112827,7233732,7233732
P4273759,197298,P4273759,197298,P4087841,112843,P4273759,197298,P4273759,197298,P4087841,112843,P4245080,186334
P4274090,197443,P4274090,197443,P4087963,112876,P4274090,197443,P4274090,197443,P4087963,112876,P4245302,186405
P4274350,197548,P4274350,197548,P4087974,112878,P4274350,197548,P4274350,197548,P4087974,112878,P4273759,197298
P4274463,197607,P4274463,197607,P4087980,112884,P4274463,197607,P4274463,197607,P4087980,112884,P4273936,197386
P4274477,197613,P4274477,197613,P4087981,112885,P4274477,197613,P4274477,197613,P4087981,112885,7233878,7233878
P4274478,197614,P4274478,197614,P4088020,112896,P4274478,197614,P4274478,197614,P4088020,112896,P4274350,197548
P4274479,197615,P4274479,197615,P4088058,112911,P4274479,197615,P4274479,197615,P4088058,112911,7233995,7233995
P4274741,197731,P4274741,197731,P4088077,112915,P4274741,197731,P4274741,197731,P4088077,112915,7234083,7234083
P4275023,197845,P4275023,197845,P4088098,112921,P4275023,197845,P4275023,197845,P4088098,112921,7226860,7226860
P4275034,197853,P4275034,197853,P4088162,112947,P4275034,197853,P4275034,197853,P4088162,112947,7226879,7226879
P4275132,197900,P4275132,197900,P4088253,112983,P4275132,197900,P4275132,197900,P4088253,112983,7226894,7226894
P4275133,197901,P4275133,197901,P4088332,113017,P4275133,197901,P4275133,197901,P4088332,113017,7226942,7226942
P4275427,198014,P4275427,198014,P4088354,113027,P4275427,198014,P4275427,198014,P4088354,113027,7226953,7226953
P4275525,198059,P4275525,198059,P4088358,113029,P4275525,198059,P4275525,198059,P4088358,113029,7234299,7234299
P4275569,198080,P4275569,198080,P4088381,113042,P4275569,198080,P4275569,198080,P4088381,113042,P4275023,197845
P4275637,198109,P4275637,198109,P4088386,113046,P4275637,198109,P4275637,198109,P4088386,113046,P4275034,197853
P4275818,198190,P4275818,198190,P4088455,113068,P4275818,198190,P4275818,198190,P4088455,113068,7071852,7071852
P4275911,198217,P4275911,198217,P4088508,113091,P4275911,198217,P4275911,198217,P4088508,113091,7226972,7226972
P4276066,198282,P4276066,198282,P4088512,113093,P4276066,198282,P4276066,198282,P4088512,113093,7234651,7234651
P4276194,198338,P4276194,198338,P4088518,113096,P4276194,198338,P4276194,198338,P4088518,113096,P4275911,198217
P4276227,198354,P4276227,198354,P4088533,113105,P4276227,198354,P4276227,198354,P4088533,113105,P4275963,198231
P4276251,198363,P4276251,198363,P4088552,113110,P4276251,198363,P4276251,198363,P4088552,113110,P4276100,198301
P4276252,198364,P4276252,198364,P4088558,113112,P4276252,198364,P4276252,198364,P4088558,113112,P4276194,198338
