table_name,field_name,ordinal_mosaic,data_type_mosaic,size_text_mosaic,full_type_mosaic,max_length_mosaic,numeric_precision_mosaic,numeric_scale_mosaic,is_nullable_mosaic,raw_duplicate_row_count_mosaic,has_duplicate_rows_in_source_mosaic,has_within_source_type_conflict_mosaic,has_within_source_size_conflict_mosaic,has_within_source_nullable_conflict_mosaic,has_within_source_ordinal_conflict_mosaic,present_mosaic,ordinal_systemc,data_type_systemc,size_text_systemc,full_type_systemc,max_length_systemc,numeric_precision_systemc,numeric_scale_systemc,is_nullable_systemc,raw_duplicate_row_count_systemc,has_duplicate_rows_in_source_systemc,has_within_source_type_conflict_systemc,has_within_source_size_conflict_systemc,has_within_source_nullable_conflict_systemc,has_within_source_ordinal_conflict_systemc,present_systemc,ordinal_eclipse,data_type_eclipse,size_text_eclipse,full_type_eclipse,max_length_eclipse,numeric_precision_eclipse,numeric_scale_eclipse,is_nullable_eclipse,raw_duplicate_row_count_eclipse,has_duplicate_rows_in_source_eclipse,has_within_source_type_conflict_eclipse,has_within_source_size_conflict_eclipse,has_within_source_nullable_conflict_eclipse,has_within_source_ordinal_conflict_eclipse,present_eclipse,present_in_sources,present_in_all_3,same_field_presence_all_3,same_data_type_where_present,same_size_text_where_present,same_full_type_where_present,same_nullable_where_present,same_ordinal_where_present
ssd_cla_immunisations,clai_immunisations_status_date,,,,,,,,,,,,,,,False,3,datetime,,datetime,,,,,2.0,True,False,False,False,False,True,3,timestamp,,timestamp,,,,,1.0,False,False,False,False,False,True,2,False,False,False,True,False,True,True
ssd_cla_immunisations,clai_person_id,1,varchar,48,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,1,nvarchar,48,nvarchar(48),48,,,,2.0,True,False,False,False,False,True,1,varchar,48.0,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,True
ssd_cla_placement,clap_cla_id,6,varchar,48,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,2,nvarchar,48,nvarchar(48),48,,,,2.0,True,False,False,False,False,True,2,varchar,48.0,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,False
ssd_cla_placement,clap_cla_placement_change_reason,10,varchar,100,varchar(100),100.0,,,,1.0,False,False,False,False,False,True,11,nvarchar,100,nvarchar(100),100,,,,2.0,True,False,False,False,False,True,11,varchar,100.0,varchar(100),100.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,False
ssd_cla_placement,clap_cla_placement_distance,5,decimal,"7,2","decimal(7,2)",,7.0,2.0,,1.0,False,False,False,False,False,True,7,float,,float,,,,,2.0,True,False,False,False,False,True,7,double precision,,double precision,,,,,1.0,False,False,False,False,False,True,3,True,True,False,True,False,True,False
ssd_cla_placement,clap_cla_placement_end_date,9,datetime,,datetime,,,,,1.0,False,False,False,False,False,True,10,datetime,,datetime,,,,,2.0,True,False,False,False,False,True,10,timestamp,,timestamp,,,,,1.0,False,False,False,False,False,True,3,True,True,False,True,False,True,False
ssd_cla_placement,clap_cla_placement_id,1,varchar,48,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,1,nvarchar,48,nvarchar(48),48,,,,2.0,True,False,False,False,False,True,1,varchar,48.0,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,True
ssd_cla_placement,clap_cla_placement_postcode,8,varchar,8,varchar(8),8.0,,,,1.0,False,False,False,False,False,True,9,nvarchar,8,nvarchar(8),8,,,,2.0,True,False,False,False,False,True,9,varchar,8.0,varchar(8),8.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,False
ssd_cla_placement,clap_cla_placement_provider,7,varchar,48,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,8,nvarchar,48,nvarchar(48),48,,,,2.0,True,False,False,False,False,True,8,varchar,48.0,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,False
ssd_cla_placement,clap_cla_placement_start_date,2,datetime,,datetime,,,,,1.0,False,False,False,False,False,True,4,datetime,,datetime,,,,,2.0,True,False,False,False,False,True,4,timestamp,,timestamp,,,,,1.0,False,False,False,False,False,True,3,True,True,False,True,False,True,False
ssd_cla_placement,clap_cla_placement_type,3,varchar,100,varchar(100),100.0,,,,1.0,False,False,False,False,False,True,5,nvarchar,100,nvarchar(100),100,,,,2.0,True,False,False,False,False,True,5,varchar,100.0,varchar(100),100.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,False
ssd_cla_placement,clap_cla_placement_urn,4,varchar,48,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,6,nvarchar,48,nvarchar(48),48,,,,2.0,True,False,False,False,False,True,6,varchar,48.0,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,False
ssd_cla_placement,clap_person_id,,,,,,,,,,,,,,,False,3,nvarchar,48,nvarchar(48),48,,,,2.0,True,False,False,False,False,True,3,varchar,48.0,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,2,False,False,False,False,False,True,True
ssd_cla_previous_permanence,lapp_person_id,2,varchar,48,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,2,nvarchar,48,nvarchar(48),48,,,,2.0,True,False,False,False,False,True,2,varchar,48.0,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,True
ssd_cla_previous_permanence,lapp_previous_permanence_la,5,varchar,100,varchar(100),100.0,,,,1.0,False,False,False,False,False,True,4,nvarchar,100,nvarchar(100),100,,,,2.0,True,False,False,False,False,True,4,varchar,100.0,varchar(100),100.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,False
ssd_cla_previous_permanence,lapp_previous_permanence_option,4,varchar,100,varchar(100),100.0,,,,1.0,False,False,False,False,False,True,3,nvarchar,200,nvarchar(200),200,,,,2.0,True,False,False,False,False,True,3,varchar,200.0,varchar(200),200.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,False
ssd_cla_previous_permanence,lapp_previous_permanence_order_date,3,varchar,10,varchar(10),10.0,,,,1.0,False,False,False,False,False,True,5,nvarchar,10,nvarchar(10),10,,,,2.0,True,False,False,False,False,True,5,varchar,10.0,varchar(10),10.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,False
ssd_cla_previous_permanence,lapp_table_id,1,varchar,48,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,1,nvarchar,48,nvarchar(48),48,,,,2.0,True,False,False,False,False,True,1,varchar,48.0,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,True
ssd_cla_reviews,clar_cla_id,5,varchar,48,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,2,nvarchar,48,nvarchar(48),48,,,,2.0,True,False,False,False,False,True,2,varchar,48.0,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,False
ssd_cla_reviews,clar_cla_person_id,7,varchar,48,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,False,1,False,False,True,True,True,True,True
ssd_cla_reviews,clar_cla_review_cancelled,6,varchar,1,varchar(1),1.0,,,,1.0,False,False,False,False,False,True,5,nchar,1,nchar(1),1,,,,2.0,True,False,False,False,False,True,5,char,1.0,char(1),1.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,False
ssd_cla_reviews,clar_cla_review_date,3,datetime,,datetime,,,,,1.0,False,False,False,False,False,True,4,datetime,,datetime,,,,,2.0,True,False,False,False,False,True,4,timestamp,,timestamp,,,,true,1.0,False,False,False,False,False,True,3,True,True,False,True,False,True,False
ssd_cla_reviews,clar_cla_review_due_date,2,datetime,,datetime,,,,,1.0,False,False,False,False,False,True,3,datetime,,datetime,,,,,2.0,True,False,False,False,False,True,3,timestamp,,timestamp,,,,true,1.0,False,False,False,False,False,True,3,True,True,False,True,False,True,False
ssd_cla_reviews,clar_cla_review_id,1,varchar,48,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,1,nvarchar,48,nvarchar(48),48,,,,2.0,True,False,False,False,False,True,1,varchar,48.0,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,True
ssd_cla_reviews,clar_cla_review_participation,4,varchar,100,varchar(100),100.0,,,,1.0,False,False,False,False,False,True,6,nvarchar,100,nvarchar(100),100,,,,2.0,True,False,False,False,False,True,6,varchar,100.0,varchar(100),100.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,False
ssd_cla_substance_misuse,clas_intervention_received,5,varchar,1,varchar(1),1.0,,,,1.0,False,False,False,False,False,True,5,nchar,1,nchar(1),1,,,,2.0,True,False,False,False,False,True,5,char,1.0,char(1),1.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,True
ssd_cla_substance_misuse,clas_person_id,2,varchar,48,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,2,nvarchar,48,nvarchar(48),48,,,,2.0,True,False,False,False,False,True,2,varchar,48.0,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,True
ssd_cla_substance_misuse,clas_substance_misuse_date,3,datetime,,datetime,,,,,1.0,False,False,False,False,False,True,3,datetime,,datetime,,,,,2.0,True,False,False,False,False,True,3,timestamp,,timestamp,,,,,1.0,False,False,False,False,False,True,3,True,True,False,True,False,True,True
ssd_cla_substance_misuse,clas_substance_misuse_id,1,varchar,48,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,1,nvarchar,48,nvarchar(48),48,,,,2.0,True,False,False,False,False,True,1,varchar,48.0,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,True
ssd_cla_substance_misuse,clas_substance_misused,4,varchar,100,varchar(100),100.0,,,,1.0,False,False,False,False,False,True,4,nvarchar,100,nvarchar(100),100,,,,2.0,True,False,False,False,False,True,4,varchar,100.0,varchar(100),100.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,True
ssd_cla_visits,clav_cla_id,1,varchar,48,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,2,nvarchar,48,nvarchar(48),48,,,,2.0,True,False,False,False,False,True,2,varchar,48.0,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,False
ssd_cla_visits,clav_cla_visit_date,3,datetime,,datetime,,,,,1.0,False,False,False,False,False,True,4,datetime,,datetime,,,,,2.0,True,False,False,False,False,True,4,timestamp,,timestamp,,,,,1.0,False,False,False,False,False,True,3,True,True,False,True,False,True,False
ssd_cla_visits,clav_cla_visit_id,2,varchar,48,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,1,nvarchar,48,nvarchar(48),48,,,,2.0,True,False,False,False,False,True,1,varchar,48.0,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,False
ssd_cla_visits,clav_cla_visit_seen,4,varchar,1,varchar(1),1.0,,,,1.0,False,False,False,False,False,True,5,nchar,1,nchar(1),1,,,,2.0,True,False,False,False,False,True,5,char,1.0,char(1),1.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,False
ssd_cla_visits,clav_cla_visit_seen_alone,5,varchar,1,varchar(1),1.0,,,,1.0,False,False,False,False,False,True,6,nchar,1,nchar(1),1,,,,2.0,True,False,False,False,False,True,6,char,1.0,char(1),1.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,False
ssd_cla_visits,clav_person_id,6,varchar,48,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,3,nvarchar,48,nvarchar(48),48,,,,2.0,True,False,False,False,False,True,3,varchar,48.0,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,False
ssd_cohort,dim_person_id,,,,,,,,,,,,,,,False,1,nvarchar,48,nvarchar(48),48,,,false,2.0,True,False,False,False,False,True,,,,,,,,,,,,,,,False,1,False,False,True,True,True,True,True
ssd_cohort,first_activity_dttm,,,,,,,,,,,,,,,False,10,datetime,,datetime,,,,true,2.0,True,False,False,False,False,True,,,,,,,,,,,,,,,False,1,False,False,True,True,True,True,True
ssd_cohort,has_903,,,,,,,,,,,,,,,False,5,bit,,bit,,,,false,2.0,True,False,False,False,False,True,,,,,,,,,,,,,,,False,1,False,False,True,True,True,True,True
ssd_cohort,has_client_flag,,,,,,,,,,,,,,,False,8,bit,,bit,,,,false,2.0,True,False,False,False,False,True,,,,,,,,,,,,,,,False,1,False,False,True,True,True,True,True
ssd_cohort,has_contact,,,,,,,,,,,,,,,False,3,bit,,bit,,,,false,2.0,True,False,False,False,False,True,,,,,,,,,,,,,,,False,1,False,False,True,True,True,True,True
ssd_cohort,has_eligibility,,,,,,,,,,,,,,,False,7,bit,,bit,,,,false,2.0,True,False,False,False,False,True,,,,,,,,,,,,,,,False,1,False,False,True,True,True,True,True
ssd_cohort,has_involvement,,,,,,,,,,,,,,,False,9,bit,,bit,,,,false,2.0,True,False,False,False,False,True,,,,,,,,,,,,,,,False,1,False,False,True,True,True,True,True
ssd_cohort,has_referral,,,,,,,,,,,,,,,False,4,bit,,bit,,,,false,2.0,True,False,False,False,False,True,,,,,,,,,,,,,,,False,1,False,False,True,True,True,True,True
ssd_cohort,is_care_leaver,,,,,,,,,,,,,,,False,6,bit,,bit,,,,false,2.0,True,False,False,False,False,True,,,,,,,,,,,,,,,False,1,False,False,True,True,True,True,True
ssd_cohort,last_activity_dttm,,,,,,,,,,,,,,,False,11,datetime,,datetime,,,,true,2.0,True,False,False,False,False,True,,,,,,,,,,,,,,,False,1,False,False,True,True,True,True,True
ssd_cohort,legacy_id,,,,,,,,,,,,,,,False,2,nvarchar,48,nvarchar(48),48,,,true,2.0,True,False,False,False,False,True,,,,,,,,,,,,,,,False,1,False,False,True,True,True,True,True
ssd_contacts,cont_contact_date,3,datetime,,datetime,,,,,1.0,False,False,False,False,False,True,3,datetime,,datetime,,,,,2.0,True,False,False,False,False,True,3,timestamp,,timestamp,,,,,1.0,False,False,False,False,False,True,3,True,True,False,True,False,True,True
ssd_contacts,cont_contact_id,1,varchar,48,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,1,nvarchar,48,nvarchar(48),48,,,,2.0,True,False,False,False,False,True,1,varchar,48.0,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,True
ssd_contacts,cont_contact_outcome_json,5,varchar,500,varchar(500),500.0,,,,1.0,False,False,False,False,False,True,6,nvarchar,4000,nvarchar(4000),4000,,,,2.0,True,False,False,False,False,True,6,varchar,4000.0,varchar(4000),4000.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,False
ssd_contacts,cont_contact_source_code,,,,,,,,,,,,,,,False,4,nvarchar,48,nvarchar(48),48,,,,2.0,True,False,False,False,False,True,4,varchar,48.0,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,2,False,False,False,False,False,True,True
ssd_contacts,cont_contact_source_desc,4,varchar,255,varchar(255),255.0,,,,1.0,False,False,False,False,False,True,5,nvarchar,255,nvarchar(255),255,,,,2.0,True,False,False,False,False,True,5,varchar,255.0,varchar(255),255.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,False
ssd_contacts,cont_person_id,2,varchar,48,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,2,nvarchar,48,nvarchar(48),48,,,,2.0,True,False,False,False,False,True,2,varchar,48.0,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,True
ssd_cp_plans,cppl_cp_plan_end_date,6,datetime,,datetime,,,,,1.0,False,False,False,False,False,True,6,datetime,,datetime,,,,,2.0,True,False,False,False,False,True,6,timestamp,,timestamp,,,,,1.0,False,False,False,False,False,True,3,True,True,False,True,False,True,True
ssd_cp_plans,cppl_cp_plan_id,1,varchar,48,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,1,nvarchar,48,nvarchar(48),48,,,,2.0,True,False,False,False,False,True,1,varchar,48.0,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,True
ssd_cp_plans,cppl_cp_plan_initial_category,7,varchar,100,varchar(100),100.0,,,,1.0,False,False,False,False,False,True,8,nvarchar,100,nvarchar(100),100,,,,2.0,True,False,False,False,False,True,8,varchar,100.0,varchar(100),100.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,False
ssd_cp_plans,cppl_cp_plan_latest_category,8,varchar,100,varchar(100),100.0,,,,1.0,False,False,False,False,False,True,9,nvarchar,100,nvarchar(100),100,,,,2.0,True,False,False,False,False,True,9,varchar,100.0,varchar(100),100.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,False
ssd_cp_plans,cppl_cp_plan_ola,,,,,,,,,,,,,,,False,7,nchar,1,nchar(1),1,,,,2.0,True,False,False,False,False,True,7,char,1.0,char(1),1.0,,,,1.0,False,False,False,False,False,True,2,False,False,False,False,False,True,True
ssd_cp_plans,cppl_cp_plan_start_date,5,datetime,,datetime,,,,,1.0,False,False,False,False,False,True,5,datetime,,datetime,,,,,2.0,True,False,False,False,False,True,5,timestamp,,timestamp,,,,,1.0,False,False,False,False,False,True,3,True,True,False,True,False,True,True
ssd_cp_plans,cppl_icpc_id,3,varchar,48,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,3,nvarchar,48,nvarchar(48),48,,,,2.0,True,False,False,False,False,True,3,varchar,48.0,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,True
ssd_cp_plans,cppl_person_id,4,varchar,48,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,4,nvarchar,48,nvarchar(48),48,,,,2.0,True,False,False,False,False,True,4,varchar,48.0,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,True
ssd_cp_plans,cppl_referral_id,2,varchar,48,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,2,nvarchar,48,nvarchar(48),48,,,,2.0,True,False,False,False,False,True,2,varchar,48.0,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,True
ssd_cp_reviews,actual_date,5,datetime,,datetime,,,,,1.0,False,False,False,False,False,True,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,False,1,False,False,True,True,True,True,True
ssd_cp_reviews,cppr_cp_plan_id,2,numeric,9,numeric(9),,9.0,,,1.0,False,False,False,False,False,True,3,nvarchar,48,nvarchar(48),48,,,,2.0,True,False,False,False,False,True,3,varchar,48.0,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,False
ssd_cp_reviews,cppr_cp_review_date,4,datetime,,datetime,,,,,1.0,False,False,False,False,False,True,5,datetime,,datetime,,,,true,2.0,True,False,False,False,False,True,5,timestamp,,timestamp,,,,true,1.0,False,False,False,False,False,True,3,True,True,False,True,False,True,False
ssd_cp_reviews,cppr_cp_review_due,3,datetime,,datetime,,,,,1.0,False,False,False,False,False,True,4,datetime,,datetime,,,,true,2.0,True,False,False,False,False,True,4,timestamp,,timestamp,,,,true,1.0,False,False,False,False,False,True,3,True,True,False,True,False,True,False
ssd_cp_reviews,cppr_cp_review_id,1,numeric,9,numeric(9),,9.0,,,1.0,False,False,False,False,False,True,1,nvarchar,48,nvarchar(48),48,,,,2.0,True,False,False,False,False,True,1,varchar,48.0,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,True
ssd_cp_reviews,cppr_cp_review_meeting_id,,,,,,,,,,,,,,,False,6,nvarchar,48,nvarchar(48),48,,,,2.0,True,False,False,False,False,True,6,varchar,48.0,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,2,False,False,False,False,False,True,True
ssd_cp_reviews,cppr_cp_review_outcome_continue_cp,5,varchar,1000,varchar(1000),1000.0,,,,1.0,False,False,False,False,False,True,7,nchar,1,nchar(1),1,,,,2.0,True,False,False,False,False,True,7,char,1.0,char(1),1.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,False
ssd_cp_reviews,cppr_cp_review_participation,7,varchar,16,varchar(16),16.0,,,,1.0,False,False,False,False,False,True,9,nvarchar,100,nvarchar(100),100,,,,2.0,True,False,False,False,False,True,9,varchar,100.0,varchar(100),100.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,False
ssd_cp_reviews,cppr_cp_review_quorate,6,varchar,64,varchar(64),64.0,,,,1.0,False,False,False,False,False,True,8,nvarchar,100,nvarchar(100),100,,,,2.0,True,False,False,False,False,True,8,varchar,100.0,varchar(100),100.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,False
ssd_cp_reviews,cppr_person_id,,,,,,,,,,,,,,,False,2,nvarchar,48,nvarchar(48),48,,,,2.0,True,False,False,False,False,True,2,varchar,48.0,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,2,False,False,False,False,False,True,True
ssd_cp_reviews,due_date,4,datetime,,datetime,,,,,1.0,False,False,False,False,False,True,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,False,1,False,False,True,True,True,True,True
ssd_cp_reviews,person_id,2,numeric,9,numeric(9),,9.0,,,1.0,False,False,False,False,False,True,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,False,1,False,False,True,True,True,True,True
ssd_cp_reviews,previous_conference_date,10,datetime,,datetime,,,,,1.0,False,False,False,False,False,True,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,False,1,False,False,True,True,True,True,True
ssd_cp_reviews,previous_conference_type,11,varchar,64,varchar(64),64.0,,,,1.0,False,False,False,False,False,True,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,False,1,False,False,True,True,True,True,True
ssd_cp_reviews,previous_conference_workflow_step_id,9,numeric,9,numeric(9),,9.0,,,1.0,False,False,False,False,False,True,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,False,1,False,False,True,True,True,True,True
ssd_cp_reviews,quorate,7,varchar,64,varchar(64),64.0,,,,1.0,False,False,False,False,False,True,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,False,1,False,False,True,True,True,True,True
ssd_cp_reviews,registration_id,3,numeric,9,numeric(9),,9.0,,,1.0,False,False,False,False,False,True,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,False,1,False,False,True,True,True,True,True
ssd_cp_reviews,review_outcome,6,varchar,1000,varchar(1000),1000.0,,,,1.0,False,False,False,False,False,True,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,False,1,False,False,True,True,True,True,True
ssd_cp_reviews,review_participation,8,varchar,16,varchar(16),16.0,,,,1.0,False,False,False,False,False,True,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,False,1,False,False,True,True,True,True,True
ssd_cp_reviews,workflow_step_id,1,numeric,9,numeric(9),,9.0,,,1.0,False,False,False,False,False,True,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,False,1,False,False,True,True,True,True,True
ssd_cp_visits,cppv_cp_plan_id,2,varchar,48,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,3,nvarchar,48,nvarchar(48),48,,,,2.0,True,False,False,False,False,True,3,varchar,48.0,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,False
ssd_cp_visits,cppv_cp_visit_bedroom,7,varchar,1,varchar(1),1.0,,,,1.0,False,False,False,False,False,True,7,nchar,1,nchar(1),1,,,,2.0,True,False,False,False,False,True,7,char,1.0,char(1),1.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,True
ssd_cp_visits,cppv_cp_visit_date,4,datetime,,datetime,,,,,1.0,False,False,False,False,False,True,4,datetime,,datetime,,,,,2.0,True,False,False,False,False,True,4,timestamp,,timestamp,,,,,1.0,False,False,False,False,False,True,3,True,True,False,True,False,True,True
ssd_cp_visits,cppv_cp_visit_id,1,varchar,48,varchar(48),48.0,,,,2.0,True,False,False,False,True,True,1,nvarchar,48,nvarchar(48),48,,,,2.0,True,False,False,False,False,True,1,varchar,48.0,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,True
ssd_cp_visits,cppv_cp_visit_seen,5,varchar,1,varchar(1),1.0,,,,1.0,False,False,False,False,False,True,5,nchar,1,nchar(1),1,,,,2.0,True,False,False,False,False,True,5,char,1.0,char(1),1.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,True
ssd_cp_visits,cppv_cp_visit_seen_alone,6,varchar,1,varchar(1),1.0,,,,1.0,False,False,False,False,False,True,6,nchar,1,nchar(1),1,,,,2.0,True,False,False,False,False,True,6,char,1.0,char(1),1.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,True
ssd_cp_visits,cppv_person_id,,,,,,,,,,,,,,,False,2,nvarchar,48,nvarchar(48),48,,,,2.0,True,False,False,False,False,True,2,varchar,48.0,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,2,False,False,False,False,False,True,True
ssd_department,dept_team_id,1,nvarchar,48,nvarchar(48),48.0,,,,1.0,False,False,False,False,False,True,1,nvarchar,48,nvarchar(48),48,,,,2.0,True,False,False,False,False,True,1,varchar,48.0,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,True
ssd_department,dept_team_name,2,nvarchar,255,nvarchar(255),255.0,,,,1.0,False,False,False,False,False,True,2,nvarchar,255,nvarchar(255),255,,,,2.0,True,False,False,False,False,True,2,varchar,255.0,varchar(255),255.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,True
ssd_department,dept_team_parent_id,3,nvarchar,48,nvarchar(48),48.0,,,,1.0,False,False,False,False,False,True,3,nvarchar,48,nvarchar(48),48,,,,2.0,True,False,False,False,False,True,3,varchar,48.0,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,True
ssd_department,dept_team_parent_name,4,nvarchar,255,nvarchar(255),255.0,,,,1.0,False,False,False,False,False,True,4,nvarchar,255,nvarchar(255),255,,,,2.0,True,False,False,False,False,True,4,varchar,255.0,varchar(255),255.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,True
ssd_dim_date,calendar_quarter,,,,,,,,,,,,,,,False,4,tinyint,,tinyint,,,,false,2.0,True,False,False,False,False,True,,,,,,,,,,,,,,,False,1,False,False,True,True,True,True,True
ssd_dim_date,calendar_year,,,,,,,,,,,,,,,False,3,int,,int,,,,false,2.0,True,False,False,False,False,True,,,,,,,,,,,,,,,False,1,False,False,True,True,True,True,True
ssd_dim_date,date_key,,,,,,,,,,,,,,,False,1,int,,int,,,,false,2.0,True,False,False,False,False,True,,,,,,,,,,,,,,,False,1,False,False,True,True,True,True,True
ssd_dim_date,day_of_month,,,,,,,,,,,,,,,False,6,tinyint,,tinyint,,,,false,2.0,True,False,False,False,False,True,,,,,,,,,,,,,,,False,1,False,False,True,True,True,True,True
ssd_dim_date,day_of_week_monday1,,,,,,,,,,,,,,,False,9,tinyint,,tinyint,,,,false,2.0,True,False,False,False,False,True,,,,,,,,,,,,,,,False,1,False,False,True,True,True,True,True
ssd_dim_date,fiscal_quarter,,,,,,,,,,,,,,,False,21,tinyint,,tinyint,,,,false,2.0,True,False,False,False,False,True,,,,,,,,,,,,,,,False,1,False,False,True,True,True,True,True
ssd_dim_date,fiscal_quarter_end_date,,,,,,,,,,,,,,,False,23,date,,date,,,,false,2.0,True,False,False,False,False,True,,,,,,,,,,,,,,,False,1,False,False,True,True,True,True,True
ssd_dim_date,fiscal_quarter_start_date,,,,,,,,,,,,,,,False,22,date,,date,,,,false,2.0,True,False,False,False,False,True,,,,,,,,,,,,,,,False,1,False,False,True,True,True,True,True
