source_system,schema_name,table_name,field_count,first_source_file
systemc,,ssd_linked_identifiers,6,/workspaces/ssd-data-model/deployment_extracts/systemc/live/ssd_deployment_proc_files/procs/ssd_linked_identifiers.sql
systemc,,ssd_missing,7,/workspaces/ssd-data-model/deployment_extracts/systemc/live/ssd_deployment_proc_files/procs/ssd_missing.sql
systemc,,ssd_mother,4,/workspaces/ssd-data-model/deployment_extracts/systemc/live/ssd_deployment_proc_files/procs/ssd_mother.sql
systemc,,ssd_permanence,23,/workspaces/ssd-data-model/deployment_extracts/systemc/live/ssd_deployment_proc_files/procs/ssd_permanence.sql
systemc,,ssd_person,16,/workspaces/ssd-data-model/deployment_extracts/systemc/live/ssd_deployment_proc_files/procs/ssd_person.sql
systemc,,ssd_pre_cla_care_plan,5,/workspaces/ssd-data-model/deployment_extracts/systemc/live/ssd_deployment_proc_files/procs/ssd_pre_cla_care_plan.sql
systemc,,ssd_pre_proceedings,24,/workspaces/ssd-data-model/deployment_extracts/systemc/live/ssd_deployment_proc_files/procs/ssd_pre_proceedings.sql
systemc,,ssd_professionals,9,/workspaces/ssd-data-model/deployment_extracts/systemc/live/ssd_deployment_proc_files/procs/ssd_professionals.sql
systemc,,ssd_s251_finance,6,/workspaces/ssd-data-model/deployment_extracts/systemc/live/ssd_deployment_proc_files/procs/ssd_s251_finance.sql
systemc,,ssd_s47_enquiry,9,/workspaces/ssd-data-model/deployment_extracts/systemc/live/ssd_deployment_proc_files/procs/ssd_s47_enquiry.sql
systemc,,ssd_sdq_scores,5,/workspaces/ssd-data-model/deployment_extracts/systemc/live/ssd_deployment_proc_files/procs/ssd_sdq_scores.sql
systemc,,ssd_sen_need,4,/workspaces/ssd-data-model/deployment_extracts/systemc/live/ssd_deployment_proc_files/procs/ssd_sen_need.sql
systemc,,ssd_send,5,/workspaces/ssd-data-model/deployment_extracts/systemc/live/ssd_deployment_proc_files/procs/ssd_send.sql
systemc,,ssd_voice_of_child,7,/workspaces/ssd-data-model/deployment_extracts/systemc/live/ssd_deployment_proc_files/procs/ssd_voice_of_child.sql
