source_system,table_name,field_name,source_file,ordinal_position,data_type,size_text,full_type,max_length,numeric_precision,numeric_scale,is_nullable,raw_duplicate_row_count,duplicate_full_type_count,duplicate_size_count,duplicate_nullable_count,duplicate_ordinal_count,has_duplicate_rows_in_source,has_within_source_type_conflict,has_within_source_size_conflict,has_within_source_nullable_conflict,has_within_source_ordinal_conflict
mosaic,ssd_ehcp_assessment,ehca_ehcp_assessment_outcome_date,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,3,datetime,,datetime,,,,,1,1,0,0,1,False,False,False,False,False
mosaic,ssd_ehcp_assessment,ehca_ehcp_request_id,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,2,nvarchar,48,nvarchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_ehcp_named_plan,ehcn_ehcp_asmt_id,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,2,nvarchar,48,nvarchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_ehcp_named_plan,ehcn_named_plan_ceased_date,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,4,datetime,,datetime,,,,,1,1,0,0,1,False,False,False,False,False
mosaic,ssd_ehcp_named_plan,ehcn_named_plan_ceased_reason,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,5,nvarchar,100,nvarchar(100),100.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_ehcp_named_plan,ehcn_named_plan_id,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,1,nvarchar,48,nvarchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_ehcp_named_plan,ehcn_named_plan_start_date,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,3,datetime,,datetime,,,,,1,1,0,0,1,False,False,False,False,False
mosaic,ssd_ehcp_requests,ehcr_ehcp_req_date,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,3,datetime,,datetime,,,,,1,1,0,0,1,False,False,False,False,False
mosaic,ssd_ehcp_requests,ehcr_ehcp_req_outcome,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,5,nvarchar,100,nvarchar(100),100.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_ehcp_requests,ehcr_ehcp_req_outcome_date,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,4,datetime,,datetime,,,,,1,1,0,0,1,False,False,False,False,False
mosaic,ssd_ehcp_requests,ehcr_ehcp_request_id,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,1,nvarchar,48,nvarchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_ehcp_requests,ehcr_send_table_id,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,2,nvarchar,48,nvarchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_immigration_status,immi_immigration_status,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,3,varchar,48,varchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_immigration_status,immi_immigration_status_end_date,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,5,datetime,,datetime,,,,,1,1,0,0,1,False,False,False,False,False
mosaic,ssd_immigration_status,immi_immigration_status_id,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,2,varchar,48,varchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_immigration_status,immi_immigration_status_start_date,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,4,datetime,,datetime,,,,,1,1,0,0,1,False,False,False,False,False
mosaic,ssd_immigration_status,immi_person_id,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,1,varchar,48,varchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_initial_cp_conference,icpc_cp_plan_id,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,5,varchar,48,varchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_initial_cp_conference,icpc_icpc_date,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,9,datetime,,datetime,,,,,1,1,0,0,1,False,False,False,False,False
mosaic,ssd_initial_cp_conference,icpc_icpc_id,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,1,varchar,48,varchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_initial_cp_conference,icpc_icpc_meeting_id,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,2,varchar,48,varchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_initial_cp_conference,icpc_icpc_outcome_cp_flag,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,10,varchar,1,varchar(1),1.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_initial_cp_conference,icpc_icpc_outcome_json,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,11,varchar,500,varchar(500),500.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_initial_cp_conference,icpc_icpc_target_date,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,8,datetime,,datetime,,,,,1,1,0,0,1,False,False,False,False,False
mosaic,ssd_initial_cp_conference,icpc_icpc_team,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,12,varchar,48,varchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_initial_cp_conference,icpc_icpc_transfer_in,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,7,varchar,1,varchar(1),1.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_initial_cp_conference,icpc_icpc_worker_id,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,13,varchar,48,varchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_initial_cp_conference,icpc_person_id,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,4,varchar,48,varchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_initial_cp_conference,icpc_referral_id,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,6,varchar,48,varchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_initial_cp_conference,icpc_s47_enquiry_id,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,3,varchar,48,varchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_involvements,invo_involvement_end_date,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,7,datetime,,datetime,,,,,1,1,0,0,1,False,False,False,False,False
mosaic,ssd_involvements,invo_involvement_start_date,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,6,datetime,,datetime,,,,,1,1,0,0,1,False,False,False,False,False
mosaic,ssd_involvements,invo_involvements_id,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,1,varchar,48,varchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_involvements,invo_professional_id,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,2,varchar,48,varchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_involvements,invo_professional_role_id,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,3,varchar,48,varchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_involvements,invo_professional_team,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,4,varchar,255,varchar(255),255.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_involvements,invo_referral_id,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,5,varchar,48,varchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_involvements,invo_worker_change_reason,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,8,varchar,200,varchar(200),200.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_legal_status,lega_legal_status,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,3,varchar,100,varchar(100),100.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_legal_status,lega_legal_status_end_date,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,5,datetime,,datetime,,,,,1,1,0,0,1,False,False,False,False,False
mosaic,ssd_legal_status,lega_legal_status_id,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,1,varchar,48,varchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_legal_status,lega_legal_status_start_date,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,4,datetime,,datetime,,,,,1,1,0,0,1,False,False,False,False,False
mosaic,ssd_legal_status,lega_person_id,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,2,varchar,48,varchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_linked_identifiers,link_identifier_type,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,3,varchar,20,varchar(20),20.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_linked_identifiers,link_identifier_value,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,4,varchar,20,varchar(20),20.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_linked_identifiers,link_person_id,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,2,varchar,48,varchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_linked_identifiers,link_table_id,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,1,varchar,48,varchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_linked_identifiers,link_valid_from_date,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,5,datetime,,datetime,,,,,1,1,0,0,1,False,False,False,False,False
mosaic,ssd_linked_identifiers,link_valid_to_date,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,6,datetime,,datetime,,,,,1,1,0,0,1,False,False,False,False,False
mosaic,ssd_missing,miss_missing_episode_end_date,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,5,datetime,,datetime,,,,,1,1,0,0,1,False,False,False,False,False
mosaic,ssd_missing,miss_missing_episode_start_date,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,3,datetime,,datetime,,,,,1,1,0,0,1,False,False,False,False,False
mosaic,ssd_missing,miss_missing_episode_type,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,4,varchar,100,varchar(100),100.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_missing,miss_missing_rhi_accepted,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,7,varchar,1,varchar(1),1.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_missing,miss_missing_rhi_offered,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,6,varchar,1,varchar(1),1.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_missing,miss_person_id,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,2,varchar,48,varchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_missing,miss_table_id,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,1,varchar,48,varchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_mother,moth_childs_dob,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,4,datetime,,datetime,,,,,1,1,0,0,1,False,False,False,False,False
mosaic,ssd_mother,moth_childs_person_id,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,3,varchar,48,varchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_mother,moth_person_id,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,2,varchar,48,varchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_mother,moth_table_id,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,1,varchar,48,varchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_permanence,perm_adm_decision_date,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,3,datetime,,datetime,,,,,1,1,0,0,1,False,False,False,False,False
mosaic,ssd_permanence,perm_adopted_by_carer_flag,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,18,varchar,1,varchar(1),1.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_permanence,perm_adopter_legal_status,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,22,varchar,100,varchar(100),100.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_permanence,perm_adopter_sex,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,21,varchar,48,varchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_permanence,perm_adoption_worker_id,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,20,varchar,48,varchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_permanence,perm_cla_id,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,19,varchar,48,varchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_permanence,perm_decision_reversed_date,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,9,datetime,,datetime,,,,,1,1,0,0,1,False,False,False,False,False
mosaic,ssd_permanence,perm_decision_reversed_reason,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,15,varchar,100,varchar(100),100.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_permanence,perm_ffa_cp_decision_date,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,4,datetime,,datetime,,,,,1,1,0,0,1,False,False,False,False,False
mosaic,ssd_permanence,perm_matched_date,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,7,datetime,,datetime,,,,,1,1,0,0,1,False,False,False,False,False
mosaic,ssd_permanence,perm_number_of_adopters,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,23,varchar,3,varchar(3),3.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_permanence,perm_part_of_sibling_group,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,11,varchar,1,varchar(1),1.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_permanence,perm_permanence_order_date,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,16,datetime,,datetime,,,,,1,1,0,0,1,False,False,False,False,False
mosaic,ssd_permanence,perm_permanence_order_type,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,17,varchar,100,varchar(100),100.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_permanence,perm_person_id,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,2,varchar,48,varchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_permanence,perm_placed_ffa_cp_date,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,8,datetime,,datetime,,,,,1,1,0,0,1,False,False,False,False,False
mosaic,ssd_permanence,perm_placed_for_adoption_date,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,6,datetime,,datetime,,,,,1,1,0,0,1,False,False,False,False,False
mosaic,ssd_permanence,perm_placed_foster_carer_date,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,10,datetime,,datetime,,,,,1,1,0,0,1,False,False,False,False,False
mosaic,ssd_permanence,perm_placement_order_date,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,5,datetime,,datetime,,,,,1,1,0,0,1,False,False,False,False,False
mosaic,ssd_permanence,perm_placement_provider_urn,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,14,varchar,48,varchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_permanence,perm_siblings_placed_apart,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,13,int,,int,,,,,1,1,0,0,1,False,False,False,False,False
mosaic,ssd_permanence,perm_siblings_placed_together,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,12,int,,int,,,,,1,1,0,0,1,False,False,False,False,False
mosaic,ssd_permanence,perm_table_id,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,1,varchar,48,varchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_person,pers_death_date,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,14,datetime,,datetime,,,,,1,1,0,0,1,False,False,False,False,False
mosaic,ssd_person,pers_dob,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,8,datetime,,datetime,,,,,1,1,0,0,1,False,False,False,False,False
mosaic,ssd_person,pers_ethnicity,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,7,varchar,48,varchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_person,pers_expected_dob,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,13,datetime,,datetime,,,,,1,1,0,0,1,False,False,False,False,False
mosaic,ssd_person,pers_forename,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,3,varchar,100,varchar(100),100.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_person,pers_gender,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,6,varchar,48,varchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_person,pers_is_mother,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,15,varchar,1,varchar(1),1.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_person,pers_legacy_id,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,2,varchar,48,varchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_person,pers_nationality,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,16,varchar,48,varchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_person,pers_person_id,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,1,varchar,48,varchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_person,pers_send_flag,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,12,varchar,1,varchar(1),1.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_person,pers_sex,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,5,varchar,48,varchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_person,pers_single_unique_id,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,9,varchar,48,varchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_person,pers_surname,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,4,varchar,255,varchar(255),255.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_person,pers_upn,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,10,varchar,48,varchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_person,pers_upn_unknown,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,11,varchar,20,varchar(20),20.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_pre_proceedings,prep_agree_stepdown_issue_date,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,7,datetime,,datetime,,,,,1,1,0,0,1,False,False,False,False,False
mosaic,ssd_pre_proceedings,prep_care_pro_letter_date,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,13,datetime,,datetime,,,,,1,1,0,0,1,False,False,False,False,False
mosaic,ssd_pre_proceedings,prep_care_proc_court_hearings,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,18,int,,int,,,,,1,1,0,0,1,False,False,False,False,False
mosaic,ssd_pre_proceedings,prep_care_proc_short_notice,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,19,nchar,1,nchar(1),1.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_pre_proceedings,prep_court_reference,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,17,nvarchar,48,nvarchar(48),48.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_pre_proceedings,prep_cp_plans_referral_period,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,8,int,,int,,,,,1,1,0,0,1,False,False,False,False,False
mosaic,ssd_pre_proceedings,prep_initial_pre_pro_meeting_date,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,5,datetime,,datetime,,,,,1,1,0,0,1,False,False,False,False,False
mosaic,ssd_pre_proceedings,prep_la_final_care_plan,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,24,nvarchar,100,nvarchar(100),100.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_pre_proceedings,prep_la_final_plan_approved,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,23,nchar,1,nchar(1),1.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_pre_proceedings,prep_la_inital_plan_approved,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,21,nchar,1,nchar(1),1.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_pre_proceedings,prep_la_initial_care_plan,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,22,nvarchar,100,nvarchar(100),100.0,,,,1,1,1,0,1,False,False,False,False,False
mosaic,ssd_pre_proceedings,prep_legal_gateway_outcome,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,9,nvarchar,100,nvarchar(100),100.0,,,,1,1,1,0,1,False,False,False,False,False
